Location_name,Data_id,indicator_name,Indicator_value,Indicator_Precision,Country_Name,Survey_Year,Survey_id,Indicator_Id,Indicator_Order,Indicator_type,Characteristic_Id,Characteristic_Order,Characteristic_Category,Characteristic_Label,ByVariable_Id,ByVariable_Label,Is_Total,Is_Preferred,SDR_ID,Region_Id,Survey_Year_Label,Survey_Type,Denominator_Weighted,Denominator_Unweighted,Level_Rank
Midwestern,1098044,"Median age at first marriage [Men]: 25-49(54,59)",19.3,1,Nepal,2006,NP2006DHS,MA_AAFM_M_M2B,41634180,I,436004,1436004,Region,Midwestern,0,,0,1,MAAAFMMM2B,NPDHS2006436004,2006,DHS,,,2
Farwestern,6812877,"Median age at first marriage [Men]: 25-49(54,59)",18.5,1,Nepal,2006,NP2006DHS,MA_AAFM_M_M2B,41634180,I,436005,1436005,Region,Farwestern,0,,0,1,MAAAFMMM2B,NPDHS2006436005,2006,DHS,,,2
Western,1098006,Median age at first sexual intercourse [Men]: 20-24,19.3,1,Nepal,2006,NP2006DHS,SX_AAFS_M_M20,51704100,I,436003,1436003,Region,Western,0,,0,1,SXAAFSMM20,NPDHS2006436003,2006,DHS,,,2
Midwestern,1098033,Median age at first sexual intercourse [Men]: 20-24,18.9,1,Nepal,2006,NP2006DHS,SX_AAFS_M_M20,51704100,I,436004,1436004,Region,Midwestern,0,,0,1,SXAAFSMM20,NPDHS2006436004,2006,DHS,,,2
Farwestern,6812920,Median age at first sexual intercourse [Men]: 20-24,19,1,Nepal,2006,NP2006DHS,SX_AAFS_M_M20,51704100,I,436005,1436005,Region,Farwestern,0,,0,1,SXAAFSMM20,NPDHS2006436005,2006,DHS,,,2
Eastern,1097988,Median age at first sexual intercourse [Men]: 25-29,20.9,1,Nepal,2006,NP2006DHS,SX_AAFS_M_M25,51704110,I,436001,1436001,Region,Eastern,0,,0,1,SXAAFSMM25,NPDHS2006436001,2006,DHS,,,2
Central,6936201,Median age at first sexual intercourse [Men]: 25-29,20.4,1,Nepal,2006,NP2006DHS,SX_AAFS_M_M25,51704110,I,436002,1436002,Region,Central,0,,0,1,SXAAFSMM25,NPDHS2006436002,2006,DHS,,,2
Western,1098001,Median age at first sexual intercourse [Men]: 25-29,20.9,1,Nepal,2006,NP2006DHS,SX_AAFS_M_M25,51704110,I,436003,1436003,Region,Western,0,,0,1,SXAAFSMM25,NPDHS2006436003,2006,DHS,,,2
Midwestern,1098034,Median age at first sexual intercourse [Men]: 25-29,18.6,1,Nepal,2006,NP2006DHS,SX_AAFS_M_M25,51704110,I,436004,1436004,Region,Midwestern,0,,0,1,SXAAFSMM25,NPDHS2006436004,2006,DHS,,,2
Farwestern,6812923,Median age at first sexual intercourse [Men]: 25-29,17.9,1,Nepal,2006,NP2006DHS,SX_AAFS_M_M25,51704110,I,436005,1436005,Region,Farwestern,0,,0,1,SXAAFSMM25,NPDHS2006436005,2006,DHS,,,2
Eastern,1097989,Median age at first sexual intercourse [Men]: 30-34,21.3,1,Nepal,2006,NP2006DHS,SX_AAFS_M_M30,51704120,I,436001,1436001,Region,Eastern,0,,0,1,SXAAFSMM30,NPDHS2006436001,2006,DHS,,,2
Central,6936202,Median age at first sexual intercourse [Men]: 30-34,19.2,1,Nepal,2006,NP2006DHS,SX_AAFS_M_M30,51704120,I,436002,1436002,Region,Central,0,,0,1,SXAAFSMM30,NPDHS2006436002,2006,DHS,,,2
Western,1098002,Median age at first sexual intercourse [Men]: 30-34,20.2,1,Nepal,2006,NP2006DHS,SX_AAFS_M_M30,51704120,I,436003,1436003,Region,Western,0,,0,1,SXAAFSMM30,NPDHS2006436003,2006,DHS,,,2
Midwestern,1098037,Median age at first sexual intercourse [Men]: 30-34,18.6,1,Nepal,2006,NP2006DHS,SX_AAFS_M_M30,51704120,I,436004,1436004,Region,Midwestern,0,,0,1,SXAAFSMM30,NPDHS2006436004,2006,DHS,,,2
Farwestern,6812924,Median age at first sexual intercourse [Men]: 30-34,17.5,1,Nepal,2006,NP2006DHS,SX_AAFS_M_M30,51704120,I,436005,1436005,Region,Farwestern,0,,0,1,SXAAFSMM30,NPDHS2006436005,2006,DHS,,,2
Eastern,1097990,Median age at first sexual intercourse [Men]: 35-39,20.6,1,Nepal,2006,NP2006DHS,SX_AAFS_M_M35,51704130,I,436001,1436001,Region,Eastern,0,,0,1,SXAAFSMM35,NPDHS2006436001,2006,DHS,,,2
Central,6936354,Median age at first sexual intercourse [Men]: 35-39,19.8,1,Nepal,2006,NP2006DHS,SX_AAFS_M_M35,51704130,I,436002,1436002,Region,Central,0,,0,1,SXAAFSMM35,NPDHS2006436002,2006,DHS,,,2
Western,1098003,Median age at first sexual intercourse [Men]: 35-39,20.5,1,Nepal,2006,NP2006DHS,SX_AAFS_M_M35,51704130,I,436003,1436003,Region,Western,0,,0,1,SXAAFSMM35,NPDHS2006436003,2006,DHS,,,2
Midwestern,1098041,Median age at first sexual intercourse [Men]: 35-39,18.1,1,Nepal,2006,NP2006DHS,SX_AAFS_M_M35,51704130,I,436004,1436004,Region,Midwestern,0,,0,1,SXAAFSMM35,NPDHS2006436004,2006,DHS,,,2
Farwestern,6812933,Median age at first sexual intercourse [Men]: 35-39,18.1,1,Nepal,2006,NP2006DHS,SX_AAFS_M_M35,51704130,I,436005,1436005,Region,Farwestern,0,,0,1,SXAAFSMM35,NPDHS2006436005,2006,DHS,,,2
Eastern,1097991,Median age at first sexual intercourse [Men]: 40-44,20.3,1,Nepal,2006,NP2006DHS,SX_AAFS_M_M40,51704140,I,436001,1436001,Region,Eastern,0,,0,1,SXAAFSMM40,NPDHS2006436001,2006,DHS,,,2
Central,6936355,Median age at first sexual intercourse [Men]: 40-44,18.9,1,Nepal,2006,NP2006DHS,SX_AAFS_M_M40,51704140,I,436002,1436002,Region,Central,0,,0,1,SXAAFSMM40,NPDHS2006436002,2006,DHS,,,2
Western,1098004,Median age at first sexual intercourse [Men]: 40-44,20,1,Nepal,2006,NP2006DHS,SX_AAFS_M_M40,51704140,I,436003,1436003,Region,Western,0,,0,1,SXAAFSMM40,NPDHS2006436003,2006,DHS,,,2
Midwestern,1098042,Median age at first sexual intercourse [Men]: 40-44,18.5,1,Nepal,2006,NP2006DHS,SX_AAFS_M_M40,51704140,I,436004,1436004,Region,Midwestern,0,,0,1,SXAAFSMM40,NPDHS2006436004,2006,DHS,,,2
Farwestern,6812934,Median age at first sexual intercourse [Men]: 40-44,19.8,1,Nepal,2006,NP2006DHS,SX_AAFS_M_M40,51704140,I,436005,1436005,Region,Farwestern,0,,0,1,SXAAFSMM40,NPDHS2006436005,2006,DHS,,,2
Eastern,1097973,Median age at first sexual intercourse [Men]: 45-49,20.3,1,Nepal,2006,NP2006DHS,SX_AAFS_M_M45,51704150,I,436001,1436001,Region,Eastern,0,,0,1,SXAAFSMM45,NPDHS2006436001,2006,DHS,,,2
Central,6936195,Median age at first sexual intercourse [Men]: 45-49,19.1,1,Nepal,2006,NP2006DHS,SX_AAFS_M_M45,51704150,I,436002,1436002,Region,Central,0,,0,1,SXAAFSMM45,NPDHS2006436002,2006,DHS,,,2
Western,1098007,Median age at first sexual intercourse [Men]: 45-49,20.8,1,Nepal,2006,NP2006DHS,SX_AAFS_M_M45,51704150,I,436003,1436003,Region,Western,0,,0,1,SXAAFSMM45,NPDHS2006436003,2006,DHS,,,2
Midwestern,1098035,Median age at first sexual intercourse [Men]: 45-49,19.3,1,Nepal,2006,NP2006DHS,SX_AAFS_M_M45,51704150,I,436004,1436004,Region,Midwestern,0,,0,1,SXAAFSMM45,NPDHS2006436004,2006,DHS,,,2
Farwestern,6812921,Median age at first sexual intercourse [Men]: 45-49,18.2,1,Nepal,2006,NP2006DHS,SX_AAFS_M_M45,51704150,I,436005,1436005,Region,Farwestern,0,,0,1,SXAAFSMM45,NPDHS2006436005,2006,DHS,,,2
Eastern,1097986,Median age at first sexual intercourse [Men]: 50-54,20.9,1,Nepal,2006,NP2006DHS,SX_AAFS_M_M50,51704160,I,436001,1436001,Region,Eastern,0,,0,1,SXAAFSMM50,NPDHS2006436001,2006,DHS,,,2
Central,6936199,Median age at first sexual intercourse [Men]: 50-54,19.4,1,Nepal,2006,NP2006DHS,SX_AAFS_M_M50,51704160,I,436002,1436002,Region,Central,0,,0,1,SXAAFSMM50,NPDHS2006436002,2006,DHS,,,2
Western,1098000,Median age at first sexual intercourse [Men]: 50-54,21.8,1,Nepal,2006,NP2006DHS,SX_AAFS_M_M50,51704160,I,436003,1436003,Region,Western,0,,0,1,SXAAFSMM50,NPDHS2006436003,2006,DHS,,,2
Midwestern,1098039,Median age at first sexual intercourse [Men]: 50-54,19.1,1,Nepal,2006,NP2006DHS,SX_AAFS_M_M50,51704160,I,436004,1436004,Region,Midwestern,0,,0,1,SXAAFSMM50,NPDHS2006436004,2006,DHS,,,2
Farwestern,6812909,Median age at first sexual intercourse [Men]: 50-54,19.5,1,Nepal,2006,NP2006DHS,SX_AAFS_M_M50,51704160,I,436005,1436005,Region,Farwestern,0,,0,1,SXAAFSMM50,NPDHS2006436005,2006,DHS,,,2
Central,6936196,"Median age at first sexual intercourse [Men]: 20-49(54,59)",19.7,1,Nepal,2006,NP2006DHS,SX_AAFS_M_M2A,51704170,I,436002,1436002,Region,Central,0,,0,1,SXAAFSMM2A,NPDHS2006436002,2006,DHS,,,2
Midwestern,1098036,"Median age at first sexual intercourse [Men]: 20-49(54,59)",18.7,1,Nepal,2006,NP2006DHS,SX_AAFS_M_M2A,51704170,I,436004,1436004,Region,Midwestern,0,,0,1,SXAAFSMM2A,NPDHS2006436004,2006,DHS,,,2
Farwestern,6812922,"Median age at first sexual intercourse [Men]: 20-49(54,59)",18.5,1,Nepal,2006,NP2006DHS,SX_AAFS_M_M2A,51704170,I,436005,1436005,Region,Farwestern,0,,0,1,SXAAFSMM2A,NPDHS2006436005,2006,DHS,,,2
Eastern,1097987,"Median age at first sexual intercourse [Men]: 25-49(54,59)",20.6,1,Nepal,2006,NP2006DHS,SX_AAFS_M_M2B,51704180,I,436001,1436001,Region,Eastern,0,,0,1,SXAAFSMM2B,NPDHS2006436001,2006,DHS,,,2
Central,6936200,"Median age at first sexual intercourse [Men]: 25-49(54,59)",19.4,1,Nepal,2006,NP2006DHS,SX_AAFS_M_M2B,51704180,I,436002,1436002,Region,Central,0,,0,1,SXAAFSMM2B,NPDHS2006436002,2006,DHS,,,2
Western,1098014,"Median age at first sexual intercourse [Men]: 25-49(54,59)",20.7,1,Nepal,2006,NP2006DHS,SX_AAFS_M_M2B,51704180,I,436003,1436003,Region,Western,0,,0,1,SXAAFSMM2B,NPDHS2006436003,2006,DHS,,,2
Midwestern,1098040,"Median age at first sexual intercourse [Men]: 25-49(54,59)",18.7,1,Nepal,2006,NP2006DHS,SX_AAFS_M_M2B,51704180,I,436004,1436004,Region,Midwestern,0,,0,1,SXAAFSMM2B,NPDHS2006436004,2006,DHS,,,2
Farwestern,6812910,"Median age at first sexual intercourse [Men]: 25-49(54,59)",18.3,1,Nepal,2006,NP2006DHS,SX_AAFS_M_M2B,51704180,I,436005,1436005,Region,Farwestern,0,,0,1,SXAAFSMM2B,NPDHS2006436005,2006,DHS,,,2
Eastern,6049864,Recent sexual activity [Men]: Active 4 Weeks,55.8,1,Nepal,2006,NP2006DHS,SX_LSEX_M_4WK,51734090,I,436001,1436001,Region,Eastern,0,,0,1,SXLSEXM4WK,NPDHS2006436001,2006,DHS,849,896,2
Central,6930963,Recent sexual activity [Men]: Active 4 Weeks,57.6,1,Nepal,2006,NP2006DHS,SX_LSEX_M_4WK,51734090,I,436002,1436002,Region,Central,0,,0,1,SXLSEXM4WK,NPDHS2006436002,2006,DHS,1367,1010,2
Western,2397308,Recent sexual activity [Men]: Active 4 Weeks,59.8,1,Nepal,2006,NP2006DHS,SX_LSEX_M_4WK,51734090,I,436003,1436003,Region,Western,0,,0,1,SXLSEXM4WK,NPDHS2006436003,2006,DHS,716,782,2
Midwestern,6112198,Recent sexual activity [Men]: Active 4 Weeks,71.2,1,Nepal,2006,NP2006DHS,SX_LSEX_M_4WK,51734090,I,436004,1436004,Region,Midwestern,0,,0,1,SXLSEXM4WK,NPDHS2006436004,2006,DHS,416,577,2
Farwestern,6811790,Recent sexual activity [Men]: Active 4 Weeks,65.4,1,Nepal,2006,NP2006DHS,SX_LSEX_M_4WK,51734090,I,436005,1436005,Region,Farwestern,0,,0,1,SXLSEXM4WK,NPDHS2006436005,2006,DHS,506,577,2
Eastern,6049880,Recent sexual activity [Men]: Within the last year,11,1,Nepal,2006,NP2006DHS,SX_LSEX_M_1YR,51734100,I,436001,1436001,Region,Eastern,0,,0,1,SXLSEXM1YR,NPDHS2006436001,2006,DHS,849,896,2
Central,6930965,Recent sexual activity [Men]: Within the last year,12.1,1,Nepal,2006,NP2006DHS,SX_LSEX_M_1YR,51734100,I,436002,1436002,Region,Central,0,,0,1,SXLSEXM1YR,NPDHS2006436002,2006,DHS,1367,1010,2
Western,2397249,Recent sexual activity [Men]: Within the last year,8.6,1,Nepal,2006,NP2006DHS,SX_LSEX_M_1YR,51734100,I,436003,1436003,Region,Western,0,,0,1,SXLSEXM1YR,NPDHS2006436003,2006,DHS,716,782,2
Midwestern,6112234,Recent sexual activity [Men]: Within the last year,6.6,1,Nepal,2006,NP2006DHS,SX_LSEX_M_1YR,51734100,I,436004,1436004,Region,Midwestern,0,,0,1,SXLSEXM1YR,NPDHS2006436004,2006,DHS,416,577,2
Farwestern,6811792,Recent sexual activity [Men]: Within the last year,5.1,1,Nepal,2006,NP2006DHS,SX_LSEX_M_1YR,51734100,I,436005,1436005,Region,Farwestern,0,,0,1,SXLSEXM1YR,NPDHS2006436005,2006,DHS,506,577,2
Eastern,6049881,Recent sexual activity [Men]: One or more years ago,4.5,1,Nepal,2006,NP2006DHS,SX_LSEX_M_1PY,51734110,I,436001,1436001,Region,Eastern,0,,0,1,SXLSEXM1PY,NPDHS2006436001,2006,DHS,849,896,2
Central,6930966,Recent sexual activity [Men]: One or more years ago,4.5,1,Nepal,2006,NP2006DHS,SX_LSEX_M_1PY,51734110,I,436002,1436002,Region,Central,0,,0,1,SXLSEXM1PY,NPDHS2006436002,2006,DHS,1367,1010,2
Western,2397306,Recent sexual activity [Men]: One or more years ago,4.7,1,Nepal,2006,NP2006DHS,SX_LSEX_M_1PY,51734110,I,436003,1436003,Region,Western,0,,0,1,SXLSEXM1PY,NPDHS2006436003,2006,DHS,716,782,2
Midwestern,6112235,Recent sexual activity [Men]: One or more years ago,1.8,1,Nepal,2006,NP2006DHS,SX_LSEX_M_1PY,51734110,I,436004,1436004,Region,Midwestern,0,,0,1,SXLSEXM1PY,NPDHS2006436004,2006,DHS,416,577,2
Farwestern,6811793,Recent sexual activity [Men]: One or more years ago,5.9,1,Nepal,2006,NP2006DHS,SX_LSEX_M_1PY,51734110,I,436005,1436005,Region,Farwestern,0,,0,1,SXLSEXM1PY,NPDHS2006436005,2006,DHS,506,577,2
Eastern,6049882,Recent sexual activity [Men]: Never had sex,28.7,1,Nepal,2006,NP2006DHS,SX_LSEX_M_NSX,51734130,I,436001,1436001,Region,Eastern,0,,0,1,SXLSEXMNSX,NPDHS2006436001,2006,DHS,849,896,2
Central,6930967,Recent sexual activity [Men]: Never had sex,25.8,1,Nepal,2006,NP2006DHS,SX_LSEX_M_NSX,51734130,I,436002,1436002,Region,Central,0,,0,1,SXLSEXMNSX,NPDHS2006436002,2006,DHS,1367,1010,2
Western,2397307,Recent sexual activity [Men]: Never had sex,26.9,1,Nepal,2006,NP2006DHS,SX_LSEX_M_NSX,51734130,I,436003,1436003,Region,Western,0,,0,1,SXLSEXMNSX,NPDHS2006436003,2006,DHS,716,782,2
Midwestern,6112236,Recent sexual activity [Men]: Never had sex,20.4,1,Nepal,2006,NP2006DHS,SX_LSEX_M_NSX,51734130,I,436004,1436004,Region,Midwestern,0,,0,1,SXLSEXMNSX,NPDHS2006436004,2006,DHS,416,577,2
Farwestern,6811794,Recent sexual activity [Men]: Never had sex,23.6,1,Nepal,2006,NP2006DHS,SX_LSEX_M_NSX,51734130,I,436005,1436005,Region,Farwestern,0,,0,1,SXLSEXMNSX,NPDHS2006436005,2006,DHS,506,577,2
Eastern,403152,Men who want no more children,67.7,1,Nepal,2011,NP2011DHS,PR_DESL_M_WNM,22204040,I,436001,1436001,Region,Eastern,1000,Total,0,1,PRDESLMWNM,NPDHS2011436001,2011,DHS,,595,2
Eastern,6926490,Men who want no more children,5.9,1,Nepal,2011,NP2011DHS,PR_DESL_M_WNM,22204040,I,436001,1436001,Region,Eastern,189000,Living children: 0,0,0,PRDESLMWNM,NPDHS2011436001,2011,DHS,,44,2
Eastern,4908611,Men who want no more children,28.7,1,Nepal,2011,NP2011DHS,PR_DESL_M_WNM,22204040,I,436001,1436001,Region,Eastern,189001,Living children: 1,0,0,PRDESLMWNM,NPDHS2011436001,2011,DHS,,150,2
Eastern,403153,Men who want no more children,83.5,1,Nepal,2011,NP2011DHS,PR_DESL_M_WNM,22204040,I,436001,1436001,Region,Eastern,189002,Living children: 2,0,0,PRDESLMWNM,NPDHS2011436001,2011,DHS,,152,2
Eastern,403218,Men who want no more children,94.6,1,Nepal,2011,NP2011DHS,PR_DESL_M_WNM,22204040,I,436001,1436001,Region,Eastern,189003,Living children: 3,0,0,PRDESLMWNM,NPDHS2011436001,2011,DHS,,125,2
Eastern,4360968,Men who want no more children,89.7,1,Nepal,2011,NP2011DHS,PR_DESL_M_WNM,22204040,I,436001,1436001,Region,Eastern,189004,Living children: 4,0,0,PRDESLMWNM,NPDHS2011436001,2011,DHS,,63,2
Eastern,403229,Men who want no more children,94.2,1,Nepal,2011,NP2011DHS,PR_DESL_M_WNM,22204040,I,436001,1436001,Region,Eastern,189005,Living children: 5,0,0,PRDESLMWNM,NPDHS2011436001,2011,DHS,,32,2
Eastern,403219,Men who want no more children,89.5,1,Nepal,2011,NP2011DHS,PR_DESL_M_WNM,22204040,I,436001,1436001,Region,Eastern,189006,Living children: 6+,0,0,PRDESLMWNM,NPDHS2011436001,2011,DHS,,29,2
Central,5677940,Men who want no more children,67.8,1,Nepal,2011,NP2011DHS,PR_DESL_M_WNM,22204040,I,436002,1436002,Region,Central,1000,Total,0,1,PRDESLMWNM,NPDHS2011436002,2011,DHS,,654,2
Central,5850715,Men who want no more children,0,1,Nepal,2011,NP2011DHS,PR_DESL_M_WNM,22204040,I,436002,1436002,Region,Central,189000,Living children: 0,0,0,PRDESLMWNM,NPDHS2011436002,2011,DHS,,61,2
Central,410577,Men who want no more children,26.2,1,Nepal,2011,NP2011DHS,PR_DESL_M_WNM,22204040,I,436002,1436002,Region,Central,189001,Living children: 1,0,0,PRDESLMWNM,NPDHS2011436002,2011,DHS,,126,2
Central,6764456,Men who want no more children,79.1,1,Nepal,2011,NP2011DHS,PR_DESL_M_WNM,22204040,I,436002,1436002,Region,Central,189002,Living children: 2,0,0,PRDESLMWNM,NPDHS2011436002,2011,DHS,,195,2
Central,410602,Men who want no more children,94.8,1,Nepal,2011,NP2011DHS,PR_DESL_M_WNM,22204040,I,436002,1436002,Region,Central,189003,Living children: 3,0,0,PRDESLMWNM,NPDHS2011436002,2011,DHS,,114,2
Central,410607,Men who want no more children,91.4,1,Nepal,2011,NP2011DHS,PR_DESL_M_WNM,22204040,I,436002,1436002,Region,Central,189004,Living children: 4,0,0,PRDESLMWNM,NPDHS2011436002,2011,DHS,,86,2
Central,410605,Men who want no more children,94.1,1,Nepal,2011,NP2011DHS,PR_DESL_M_WNM,22204040,I,436002,1436002,Region,Central,189006,Living children: 6+,0,0,PRDESLMWNM,NPDHS2011436002,2011,DHS,,48,2
Western,5185088,Men who want no more children,71.4,1,Nepal,2011,NP2011DHS,PR_DESL_M_WNM,22204040,I,436003,1436003,Region,Western,1000,Total,0,1,PRDESLMWNM,NPDHS2011436003,2011,DHS,,423,2
Western,5583024,Men who want no more children,2.7,1,Nepal,2011,NP2011DHS,PR_DESL_M_WNM,22204040,I,436003,1436003,Region,Western,189000,Living children: 0,0,0,PRDESLMWNM,NPDHS2011436003,2011,DHS,,32,2
Western,4780034,Men who want no more children,19,1,Nepal,2011,NP2011DHS,PR_DESL_M_WNM,22204040,I,436003,1436003,Region,Western,189001,Living children: 1,0,0,PRDESLMWNM,NPDHS2011436003,2011,DHS,,84,2
Western,3698195,Men who want no more children,90.7,1,Nepal,2011,NP2011DHS,PR_DESL_M_WNM,22204040,I,436003,1436003,Region,Western,189002,Living children: 2,0,0,PRDESLMWNM,NPDHS2011436003,2011,DHS,,131,2
Western,5185078,Men who want no more children,93.8,1,Nepal,2011,NP2011DHS,PR_DESL_M_WNM,22204040,I,436003,1436003,Region,Western,189003,Living children: 3,0,0,PRDESLMWNM,NPDHS2011436003,2011,DHS,,89,2
Western,6430218,Men who want no more children,97.9,1,Nepal,2011,NP2011DHS,PR_DESL_M_WNM,22204040,I,436003,1436003,Region,Western,189004,Living children: 4,0,0,PRDESLMWNM,NPDHS2011436003,2011,DHS,,46,2
Midwestern,3956521,Men who want no more children,71.1,1,Nepal,2011,NP2011DHS,PR_DESL_M_WNM,22204040,I,436004,1436004,Region,Midwestern,1000,Total,0,1,PRDESLMWNM,NPDHS2011436004,2011,DHS,,538,2
Midwestern,396559,Men who want no more children,0,1,Nepal,2011,NP2011DHS,PR_DESL_M_WNM,22204040,I,436004,1436004,Region,Midwestern,189000,Living children: 0,0,0,PRDESLMWNM,NPDHS2011436004,2011,DHS,,37,2
Midwestern,396558,Men who want no more children,16.5,1,Nepal,2011,NP2011DHS,PR_DESL_M_WNM,22204040,I,436004,1436004,Region,Midwestern,189001,Living children: 1,0,0,PRDESLMWNM,NPDHS2011436004,2011,DHS,,88,2
Midwestern,4523321,Men who want no more children,76.7,1,Nepal,2011,NP2011DHS,PR_DESL_M_WNM,22204040,I,436004,1436004,Region,Midwestern,189002,Living children: 2,0,0,PRDESLMWNM,NPDHS2011436004,2011,DHS,,145,2
Midwestern,6089762,Men who want no more children,91.6,1,Nepal,2011,NP2011DHS,PR_DESL_M_WNM,22204040,I,436004,1436004,Region,Midwestern,189003,Living children: 3,0,0,PRDESLMWNM,NPDHS2011436004,2011,DHS,,118,2
Midwestern,5353753,Men who want no more children,96.5,1,Nepal,2011,NP2011DHS,PR_DESL_M_WNM,22204040,I,436004,1436004,Region,Midwestern,189004,Living children: 4,0,0,PRDESLMWNM,NPDHS2011436004,2011,DHS,,72,2
Midwestern,4262755,Men who want no more children,94,1,Nepal,2011,NP2011DHS,PR_DESL_M_WNM,22204040,I,436004,1436004,Region,Midwestern,189005,Living children: 5,0,0,PRDESLMWNM,NPDHS2011436004,2011,DHS,,40,2
Midwestern,396600,Men who want no more children,100,1,Nepal,2011,NP2011DHS,PR_DESL_M_WNM,22204040,I,436004,1436004,Region,Midwestern,189006,Living children: 6+,0,0,PRDESLMWNM,NPDHS2011436004,2011,DHS,,38,2
Farwestern,6702256,Men who want no more children,70.3,1,Nepal,2011,NP2011DHS,PR_DESL_M_WNM,22204040,I,436005,1436005,Region,Farwestern,1000,Total,0,1,PRDESLMWNM,NPDHS2011436005,2011,DHS,,418,2
Farwestern,5725183,Men who want no more children,0,1,Nepal,2011,NP2011DHS,PR_DESL_M_WNM,22204040,I,436005,1436005,Region,Farwestern,189000,Living children: 0,0,0,PRDESLMWNM,NPDHS2011436005,2011,DHS,,39,2
Farwestern,396584,Men who want no more children,24.9,1,Nepal,2011,NP2011DHS,PR_DESL_M_WNM,22204040,I,436005,1436005,Region,Farwestern,189001,Living children: 1,0,0,PRDESLMWNM,NPDHS2011436005,2011,DHS,,70,2
Farwestern,396573,Men who want no more children,85.4,1,Nepal,2011,NP2011DHS,PR_DESL_M_WNM,22204040,I,436005,1436005,Region,Farwestern,189002,Living children: 2,0,0,PRDESLMWNM,NPDHS2011436005,2011,DHS,,117,2
Farwestern,4831287,Men who want no more children,88.3,1,Nepal,2011,NP2011DHS,PR_DESL_M_WNM,22204040,I,436005,1436005,Region,Farwestern,189003,Living children: 3,0,0,PRDESLMWNM,NPDHS2011436005,2011,DHS,,97,2
Farwestern,396581,Men who want no more children,92.3,1,Nepal,2011,NP2011DHS,PR_DESL_M_WNM,22204040,I,436005,1436005,Region,Farwestern,189004,Living children: 4,0,0,PRDESLMWNM,NPDHS2011436005,2011,DHS,,48,2
Farwestern,396595,Men who want no more children,94,1,Nepal,2011,NP2011DHS,PR_DESL_M_WNM,22204040,I,436005,1436005,Region,Farwestern,189005,Living children: 5,0,0,PRDESLMWNM,NPDHS2011436005,2011,DHS,,30,2
Eastern,6959331,Knowledge of any method of contraception among married men,99.8,1,Nepal,2011,NP2011DHS,FP_KMET_M_ANY,32464050,I,436001,1436001,Region,Eastern,0,,0,1,FPKMETMANY,NPDHS2011436001,2011,DHS,607,595,2
Central,3483544,Knowledge of any method of contraception among married men,99.8,1,Nepal,2011,NP2011DHS,FP_KMET_M_ANY,32464050,I,436002,1436002,Region,Central,0,,0,1,FPKMETMANY,NPDHS2011436002,2011,DHS,950,654,2
Western,1215239,Knowledge of any method of contraception among married men,100,1,Nepal,2011,NP2011DHS,FP_KMET_M_ANY,32464050,I,436003,1436003,Region,Western,0,,0,1,FPKMETMANY,NPDHS2011436003,2011,DHS,482,423,2
Midwestern,6233468,Knowledge of any method of contraception among married men,99.6,1,Nepal,2011,NP2011DHS,FP_KMET_M_ANY,32464050,I,436004,1436004,Region,Midwestern,0,,0,1,FPKMETMANY,NPDHS2011436004,2011,DHS,340,538,2
Farwestern,1215211,Knowledge of any method of contraception among married men,100,1,Nepal,2011,NP2011DHS,FP_KMET_M_ANY,32464050,I,436005,1436005,Region,Farwestern,0,,0,1,FPKMETMANY,NPDHS2011436005,2011,DHS,247,418,2
Eastern,6959332,Knowledge of any modern method of contraception amonth married men,99.8,1,Nepal,2011,NP2011DHS,FP_KMET_M_MOD,32464060,I,436001,1436001,Region,Eastern,0,,0,1,FPKMETMMOD,NPDHS2011436001,2011,DHS,607,595,2
Central,3483549,Knowledge of any modern method of contraception amonth married men,99.8,1,Nepal,2011,NP2011DHS,FP_KMET_M_MOD,32464060,I,436002,1436002,Region,Central,0,,0,1,FPKMETMMOD,NPDHS2011436002,2011,DHS,950,654,2
Western,1215242,Knowledge of any modern method of contraception amonth married men,100,1,Nepal,2011,NP2011DHS,FP_KMET_M_MOD,32464060,I,436003,1436003,Region,Western,0,,0,1,FPKMETMMOD,NPDHS2011436003,2011,DHS,482,423,2
Midwestern,6233469,Knowledge of any modern method of contraception amonth married men,99.6,1,Nepal,2011,NP2011DHS,FP_KMET_M_MOD,32464060,I,436004,1436004,Region,Midwestern,0,,0,1,FPKMETMMOD,NPDHS2011436004,2011,DHS,340,538,2
Farwestern,1215212,Knowledge of any modern method of contraception amonth married men,100,1,Nepal,2011,NP2011DHS,FP_KMET_M_MOD,32464060,I,436005,1436005,Region,Farwestern,0,,0,1,FPKMETMMOD,NPDHS2011436005,2011,DHS,247,418,2
Eastern,6959605,Family planning messages on the radio [Men],58,1,Nepal,2011,NP2011DHS,FP_EFPM_M_RDO,33104070,I,436001,1436001,Region,Eastern,0,,0,1,FPEFPMMRDO,NPDHS2011436001,2011,DHS,996,978,2
Central,4401131,Family planning messages on the radio [Men],59.4,1,Nepal,2011,NP2011DHS,FP_EFPM_M_RDO,33104070,I,436002,1436002,Region,Central,0,,0,1,FPEFPMMRDO,NPDHS2011436002,2011,DHS,1448,1002,2
Western,1216352,Family planning messages on the radio [Men],53.8,1,Nepal,2011,NP2011DHS,FP_EFPM_M_RDO,33104070,I,436003,1436003,Region,Western,0,,0,1,FPEFPMMRDO,NPDHS2011436003,2011,DHS,798,706,2
